ID_REF,GSM300173,GSM300177,GSM300181,GSM300186,GSM300189,GSM300192,GSM300196,GSM300204,GSM300208,GSM300214,GSM300218,GSM300222,GSM300228,GSM300230,GSM300234,GSM300238,GSM300242,GSM300248,GSM300252,GSM300258,GSM300261,GSM300267,GSM300271,GSM300275,GSM300279,GSM300285,GSM300289,GSM300293,GSM300297,GSM300300,GSM300304,GSM300308,GSM300312,GSM300316,GSM300320,GSM300324,GSM300328,GSM300332,GSM300338,GSM1176196,GSM1176197,GSM1176198,GSM1176199,GSM1176200,GSM1176201,GSM1176202,GSM1176203,GSM1176204,GSM1176205,GSM1176206,GSM1176207,GSM1176208,GSM1176209,GSM1176210
226928_x_at,1.4090788,1.2869257,1.3341095,1.4486749,1.3574506,1.3503038,1.4069552,1.3654064,1.3457297,1.3054968,1.3971756,1.4264526,1.4891031,1.3469986,1.3513229,0.99268377,1.5653872,1.349286,1.2966664,1.4588155,1.3171157,1.2893536,1.4045702,1.3592433,1.5837919,1.3208458,1.4424077,1.2710112,1.4862989,1.0763054,1.409345,1.4651544,1.5128725,1.5474877,1.411472,1.2815984,1.3243369,1.4098767,1.3718576,1.138217,1.124142,1.1102409,1.169652,1.0923868,1.1641332,1.0963061,1.0994111,1.073198,1.1607536,1.0971328,1.1169593,1.0601273,0.9904448,1.1356447
227343_at,0.64538395,0.58445567,0.63764393,0.6938383,0.6526026,1.0343564,0.6743653,0.6492889,0.6526026,0.6061131,0.65605664,0.744245,0.8324341,0.6322571,0.6480666,0.57084364,0.6671574,0.7153557,0.79291356,0.7059772,0.63154227,0.6788296,0.67487407,0.70958006,0.71805805,0.616485,0.6930544,0.6480661,0.7047808,0.61811423,0.67985463,0.63285345,0.6521106,0.67081463,0.6822939,0.62326276,0.6345262,0.63500476,0.66139674,1.0011666,0.939538,0.92425287,0.8645934,0.8984835,0.8891464,0.8511607,0.9219916,0.8823676,0.96284914,0.91368526,0.9367079,0.92529947,0.9423213,1.3089793
227555_s_at,1.6634637,1.2984622,1.3092774,1.4214425,1.3453082,1.3685867,1.6572038,1.3473376,1.6565788,1.2696558,1.3670399,1.795448,1.3349495,1.3167033,1.3331891,1.46304,1.5013195,1.3181938,1.2994412,1.4844327,1.3018935,1.2824057,1.381809,1.3755711,1.3909572,1.221753,1.4338236,1.6037232,1.7765926,1.2710927,1.4017508,1.2901658,1.357537,1.3805068,1.4062496,1.2913816,1.2962611,1.3068115,1.3626658,0.9261403,0.98280513,0.9688234,1.2384892,0.93438345,1.1097742,0.7173574,0.9668174,0.9448334,1.0018871,0.96608806,0.97910625,0.9839173,1.2850366,1
228016_s_at,0.9814617,0.8862962,0.9288931,1.0228311,0.8794717,1.157918,1.0170627,0.98201615,0.96658796,0.88512695,0.99806815,1.0464319,1.3125777,0.9616803,0.9770312,0.6791578,1.0282447,0.9855407,0.9492514,0.97537416,0.95607615,0.9281929,1.0069509,0.90282303,1.1019065,0.7934471,1.042101,0.96023077,1.0549493,0.9106861,1.0270829,1.0503848,0.9770307,1.04387,1.0205201,0.91567856,0.95032614,0.9584227,1.0963117,0.7310579,0.71740466,0.7147045,0.76079816,0.6788516,0.8020381,0.7248818,0.71134436,0.591681,0.75729024,0.7477851,0.73812044,0.605219,0.89184964,0.75843334
228163_at,1.2904084,1.2027844,1.2316976,1.376868,1.2667866,1.2865218,1.3048421,1.2744514,1.2349529,1.1899284,1.2855524,1.3214282,1.2802312,1.2412547,1.2523023,1.1539181,1.3055799,1.2613057,1.223366,1.377387,1.2263681,1.1975805,1.309277,1.2916256,1.2987068,1.1827716,1.336965,1.2501786,1.3734981,1.1917244,1.311501,1.2265993,1.282889,1.3186904,1.3219265,1.2137173,1.2242897,1.2319297,1.2775793,0.9787379,0.99849325,0.97947544,1.0074153,0.9546825,1.0496378,0.9811395,0.9811399,0.95378256,1.2688451,0.9798452,0.999058,1,1.0800575,1.0190315
228252_at,0.5621395,0.5355526,0.58187175,0.61052775,0.5574958,0.5651146,0.57326984,0.566501,0.52902997,0.5399117,0.6924657,0.5778271,0.57068187,0.5391996,0.5528905,0.5232766,0.57663,0.63830465,0.5511211,0.55341166,0.5341409,0.5273372,0.5735942,0.56650144,0.57326996,0.51321375,0.5820914,0.55330735,0.6017293,0.5255506,0.66021264,0.53818417,0.56192744,0.57913554,0.57111245,0.5011663,0.53343654,0.53879344,0.56405026,0.43378207,0.47666055,0.43698287,0.4044021,0.5019301,0.46685272,0.45130005,0.4364893,0.42351943,0.45660606,0.42041686,0.444042,0.44479603,0.4361954,0.45181075
229659_s_at,1.0013953,0.78461945,0.8968265,1.0148895,0.9639773,1.1482779,0.9610739,0.9402842,0.9222023,0.88557,0.95349425,0.9195981,1.0784066,0.9164825,0.95133996,0.7263933,0.9839914,0.9424139,0.9025935,1.0715164,0.9520569,0.8990273,0.9657963,0.95763755,0.9579987,0.7574399,0.9867781,0.9092542,1.1772121,0.8705068,0.9821381,0.8558617,0.98529065,0.96525,0.976783,0.8942938,0.9054915,0.95998746,0.9549334,0.8109771,0.83062804,0.83031464,0.7528562,0.8115892,0.8021193,0.7438917,0.8442054,0.7961313,0.86645687,0.827502,0.86238253,0.8435685,0.81852305,0.85590357
230832_at,1.4221876,0.9489702,0.9388269,1.0586202,0.99551755,1.0119799,1.0281335,0.76429206,0.934413,0.9817257,0.7792787,1.2753605,1.3389268,0.997772,0.9833929,0.93988955,1.032601,0.99326766,0.96320915,1.0674378,0.963209,0.942196,1.0271647,1.0198327,1.0292971,1.1406773,1.0498756,0.9899023,1.59011,0.9414855,1.0400256,0.96103257,1.0125525,1.1113834,0.8716195,0.9429064,0.9397129,0.8004221,1.4099078,0.35037062,0.3425977,0.3468217,0.27397922,0.33938366,0.373023,0.34675637,0.34806648,0.337533,0.36445144,0.2597715,0.32217592,0.35455674,0.3642354,0.38828415
230851_x_at,0.7646386,0.7129852,0.7440196,0.9182424,0.7682511,0.787312,0.7937205,0.7819864,0.7430384,0.7047,0.7856812,0.8019934,0.8273326,0.75889415,0.76622605,0.7139263,0.8097414,0.77377445,0.7476753,0.83674407,0.75205785,0.80471957,0.7991256,0.78242934,0.7892442,0.6667037,0.8242196,0.7752345,0.8356407,0.7345422,0.8118817,0.7493688,0.7827242,0.84546494,0.8141807,0.7162184,0.75134933,0.74739355,0.80958897,0.5790176,0.5924893,0.5806568,0.66704583,0.5469726,0.71500975,0.6127089,0.5856045,0.555703,0.6122472,0.58615637,0.61723036,0.6006995,0.72358304,0.60673183
231360_at,1.3177254,1.0475698,1.2792947,1.3647522,1.3098003,1.7306805,1.2497352,1.3100464,1.2889786,1.2082655,1.2558765,1.5767778,1.3565437,1.3488929,1.2972672,0.9777242,1.2977558,1.2843695,1.3460985,1.3750825,1.2994698,1.2303323,1.257772,1.3443235,1.3405275,0.99483,1.4001968,1.328451,1.4086691,1.2263952,1.7128282,1.30315,1.4163914,1.3552651,1.3598727,1.2233933,1.268727,1.5207243,1.3917749,0.96098804,1.0531962,1.0298306,1,0.98483133,1.0156364,1.0290551,1.0897557,0.96443623,1.0700077,1.0313855,1.0388008,0.98538786,1.0792307,1.4199787
231378_at,1.2224567,1.162665,1.171466,1.2855653,1.2052935,1.2005309,1.2485428,1.2546773,1.1953372,1.1526257,1.2321744,1.2608432,1.3470982,1.1863564,1.1994003,1.1213325,1.3567829,1.2064301,1.1705825,1.3147322,1.1708035,1.1461254,1.2478371,1.2354311,1.2568089,1.1091386,1.2889634,1.18256,1.3284359,1.1289691,1.2454872,1.1708034,1.2286949,1.2699077,1.2473668,1.162884,1.1725708,1.177444,1.2123582,1.3525975,1.3462377,1.3378873,1.2586595,1.3032848,1.2584223,1.3411708,1.3661809,1.2920307,1.3932308,1.3320993,1.3618082,1.3548934,1.2768892,1.3853731
231691_at,0.9132203,0.8779376,0.87976,0.98122823,0.901928,0.9223907,0.9415414,0.9190923,1.0025451,0.84736603,0.9239572,0.94367385,0.9422514,0.88909733,0.89447737,0.86773527,0.9974548,0.89380276,0.8772756,0.9771667,0.88258404,0.85700566,0.93746763,0.9302494,0.927098,0.8444954,1.0950191,0.8976866,0.9762467,0.8584606,0.9367612,0.8887621,0.9099549,0.95909804,0.9431404,0.8579753,0.8782688,0.87677956,0.9140818,0.67731375,0.69124556,0.6830838,0.70939696,0.66856045,0.7563884,0.6488173,0.68025714,0.65619767,0.70679533,0.67910355,0.6890337,0.6954281,0.78214765,0.7340922
232189_at,0.76970917,0.6675917,0.7371863,0.7965775,0.6958626,0.77247137,0.8160337,0.77290803,0.7201532,0.6725181,0.7715981,0.79313123,0.84023106,0.7427665,0.74909496,0.718661,0.8030613,0.71622646,0.7357979,0.8397559,0.7413675,0.717984,0.79059327,0.77363724,0.80230474,0.69507575,0.80306184,0.7121871,0.85606056,0.70777017,0.80291027,0.7335818,0.7956769,0.68622184,0.8015491,0.6853168,0.7234189,0.743467,0.7655127,0.61630785,0.6387839,0.66120636,0.69574845,0.6099508,0.7105148,0.63029057,0.6280373,0.589377,0.67391723,0.6262632,0.65722966,0.6427703,0.7438031,0.6629541
232290_at,0.8285793,0.77698857,0.7971678,0.87266964,0.8234405,0.83469397,0.8448261,0.826395,0.81172675,0.7631967,0.8313959,0.8581495,0.83689964,0.6562273,0.85669464,0.7699891,0.58670586,0.81402504,0.79431736,0.8929733,0.79551613,0.7774282,0.8438709,0.8328078,0.84387106,0.7571775,0.87217647,0.80517244,0.93995875,0.77129656,0.85540384,0.7931203,0.8315525,0.85556465,0.85621035,0.77231514,0.8088243,0.7997268,0.8343793,0.972414,0.99204177,0.9667467,0.8696795,0.94334245,0.9237862,0.98347574,0.9788519,0.9130709,1.027058,0.97756034,0.99597687,0.9939133,0.95145804,1.0147402
232532_at,1.4069421,1.373656,1.2939682,1.8671142,2.2312255,2.2852905,1.4618303,1.3444481,1.0736604,1.2811036,1.4197317,1.4563285,1.3856201,1.3811868,1.3780661,1.1658603,1.5594808,1.3343484,1.8167664,1.5180005,1.2760415,1.2489097,1.4372362,1.1764587,1.6418452,1.9030074,1.8004012,1.2413976,1.9195826,1.2818284,1.4527647,1.2823117,1.4935879,1.4593518,1.4472969,1.5355579,1.2847315,1.3669393,1.4194642,0.82921326,0.8128067,1.478072,0.8401511,0.8071571,0.7796523,0.89062905,0.83864635,0.582304,0.87713206,0.9641981,0.85573494,0.60787916,0.93493825,0.84547216
233125_at,0.77485144,0.6737005,0.7405739,0.87784904,0.77821857,0.96280575,0.9593627,0.81978303,0.73945755,0.7823373,0.779393,0.8047767,0.79287934,0.7553795,0.75937784,0.61657405,0.83664525,0.72496384,0.88083315,0.8399645,0.742951,0.9102064,0.9018369,0.7854407,0.79647523,0.59994787,0.8436149,0.89573675,0.87586546,0.70594674,0.7903426,0.75481015,0.7821898,0.8259883,0.9110648,0.7231892,0.7466019,0.7470241,0.80432165,0.6431719,0.66436946,0.6491405,0.68833166,0.59938526,0.7475214,0.6657486,0.68239546,0.630684,0.71397984,0.64123446,0.69827193,0.67116725,0.7732712,0.68691266
233245_at,0.969061,0.8427167,0.8713118,0.9987372,1.0747334,1.0133408,0.9147393,0.95906454,0.83748984,1.189459,0.9914209,0.99779624,1.0666591,0.9452436,0.9661425,0.94310707,0.9873174,0.9525777,0.9206212,1.0328206,0.92497057,0.9531166,0.98918056,0.88421905,0.98638743,0.76014376,0.99610525,0.88555306,1.0439794,0.9281146,0.993105,0.842399,0.9628693,0.99404085,0.69437754,0.90975153,0.9119845,0.92427343,0.96395916,1.1452743,1.0751804,1.4567407,1.1900606,1.1173365,1.3647708,1.1535085,1.1283438,1.2487924,1.2792943,1.1921997,1.1441951,1.1454899,1.0273635,1.168171
233854_x_at,0.8695217,0.8862367,0.98047096,1.0719187,1.0082132,1.02392,1.0283698,1.0154616,0.9508001,0.94276786,1.0216067,1.1430926,1.6512774,1.0047976,1.1308751,0.9520552,1.0351777,1.0036615,1.0127851,1.0747515,1.2289138,0.9388658,1.1198424,1.0246928,1.0467564,0.9101103,1.0574675,0.92220014,1.1162592,1.0008277,1.0477439,1.0705049,1.0072631,1.0540832,1.0371312,0.9815805,0.9449033,0.96871245,1.1319413,0.8087881,0.81444913,0.7999919,0.58929104,0.819069,0.61190194,0.8089403,0.7731551,0.77607524,0.9147435,0.7893556,0.82169783,0.7939823,0.63130546,0.8828904
234109_x_at,0.61769724,0.5719669,0.58826125,0.6337397,0.6046778,0.6176975,0.6275573,0.6470187,0.6033114,0.5706742,0.61804694,0.6330233,0.62131816,0.59686285,0.6000221,0.5675626,0.629453,0.60684747,0.58759606,0.66045237,0.62625706,0.57466894,0.6248422,0.6173484,0.6300469,0.5662801,0.64726365,0.60948443,0.6607017,0.56981415,0.6349358,0.588483,0.61723185,0.6261391,0.6272025,0.57542753,0.58903813,0.5866,0.6295718,0.89527714,0.9039266,0.8986586,0.8027354,0.85777247,0.84082216,0.9025642,0.88955706,0.86736596,0.938483,0.8932536,0.9119716,0.90734106,0.87159795,0.9302039
234113_at,0.8718494,0.97755224,1.0130116,0.9788429,0.8268651,0.91858846,1.3707,1.2778635,0.9043267,0.79416966,0.92693865,0.86725986,1.021064,0.8861003,1.0598991,0.78434914,0.94582695,0.6784959,0.59934014,0.9952175,0.88626724,1.2589735,0.918935,0.9077432,0.9476118,1.0475824,1.0001086,0.9997307,0.9952179,0.84307784,0.94049335,1.4982615,0.9048384,0.96310073,0.95155054,0.99615604,0.8971948,0.889783,0.9250187,0.7076151,0.90056604,0.7332822,0.7534246,0.70468646,0.8838745,0.7815293,0.7258557,0.7157992,0.7675121,0.7746348,0.7862582,0.76939523,0.8272397,0.7679464
234342_at,0.369687,0.47854358,0.5182685,0.6196873,0.5667137,0.6819699,0.5702504,0.549667,0.52723646,0.5223884,0.54966736,0.6996813,0.8309415,0.49115694,0.5634114,0.49965575,0.57121867,0.53555125,0.5866065,0.619804,0.536663,0.51583153,0.56671375,0.5363597,0.5684257,0.49124956,0.5877137,0.5474953,0.60150117,0.6608333,0.570143,0.5332341,0.57968044,0.5753255,0.6308859,0.52535117,0.4593615,0.53646076,0.544613,0.7187294,0.7137332,0.7119857,0.6767688,0.70863867,0.6662244,0.7541251,0.72444296,0.69514143,0.78118557,0.7240328,0.7410183,0.74059933,1.0203452,0.7930565
234769_at,1.0385227,0.9700121,0.9908981,1.0747744,1.0316927,1.036176,1.0473708,1.1141798,1.0108994,0.94992435,1.043429,1.0699227,1.0367619,0.99651825,1.154161,0.97349256,1.0580878,1.0135708,0.9832684,1.0964682,1.00066,0.96581537,1.0523187,1.0395024,1.0541058,0.9647232,1.035786,0.99934006,1.1014409,0.9547717,1.0556972,1.0452008,1.0898734,1.0582869,1.1066443,0.94527906,0.98661107,1.0620848,1.0278101,0.92926687,0.94552463,0.93101984,0.8935742,0.90131533,0.9301448,0.93102014,0.9326017,0.8910091,0.9746638,0.9410788,0.948381,0.94499,0.9578263,0.98074645
234922_s_at,0.9970692,0.95009106,0.94901687,1.0365531,0.9804792,1.0355763,1.0057536,0.9784476,0.97568524,0.9227297,0.99519134,1.1418097,0.98604006,0.9590892,0.9852968,0.9334021,1.0082215,0.98214424,0.9456234,1.0586723,0.98771465,0.9272639,1.0076514,0.99537885,1.0078417,0.924471,1.038314,0.9736634,1.0896542,0.95350015,1.0406655,0.9475868,0.9823291,1.0185375,1.0118394,0.9258662,0.9490173,0.95764387,1.0529002,0.8249447,0.85438484,0.84413755,0.8394003,0.81689715,0.8747468,0.84716743,0.8425486,0.82261485,0.8952796,0.8408028,0.8740987,0.7828224,0.93410283,0.8736045
235358_at,1.4641306,0.9274231,0.98453784,1.0578568,1.0063058,1.062454,1.592862,0.90428704,1.0078248,0.9534843,1.0281671,1.0566612,1.1721057,1.0196737,0.99442464,0.9176832,1.0522873,0.9765888,0.9077036,1.1805326,1.0871737,0.799242,1.0719092,1.0680774,1.0980902,0.86005765,1.3341833,1.0164106,1.2148525,0.95240635,1.0670707,0.97769415,1.0277795,1.3048298,1.0584553,0.96505815,0.9225404,0.97493327,1.0248772,0.878225,0.88804793,0.8706413,0.9333488,0.82183737,0.9486605,0.7250007,0.8694938,0.82509685,0.9183542,0.8665479,0.88905275,0.8885501,0.9783724,0.84844315
235753_at,0.6686219,0.63916427,0.66460043,0.8300256,0.7106018,0.723716,0.7361004,0.70712686,0.6602297,0.60447353,0.718821,0.82955664,0.82115406,0.71814376,0.857867,0.5981254,0.7362391,0.6429105,0.68779945,0.7685752,0.68779945,0.6729216,0.72262543,0.70313925,0.7351296,0.5979,0.7656833,0.70207936,0.7834978,0.71706134,0.7478503,0.6960174,0.72905666,0.7857162,0.74069417,0.6261637,0.6628486,0.6922225,0.7727891,0.91124594,0.9586499,0.97799927,0.80179745,0.92387354,0.8216082,1,0.9839183,0.9338547,1.0382296,0.9802146,1.0022646,0.99117804,0.8727231,1.1363481
235994_s_at,1.0428392,0.9442107,0.9999059,1.1150205,1.0636878,1.1196551,1.0638884,1.0452003,1.0112809,0.96855026,1.0499408,1.0818896,1.0679072,1.0120432,1.0297498,0.96745515,1.0699223,0.96435946,1.0000943,1.1345286,1.0709314,0.9980225,1.0612842,1.0511291,1.0719416,0.94920826,1.1580843,1.0156747,1.1355991,0.9672729,1.0794455,0.9953919,1.0529141,1.0837268,1.0841359,0.9745945,1.003494,1.008805,1.0469761,1.1214212,1.1518477,1.1309749,1.1491553,1.0957167,1.1970924,1.1442723,1.1483788,1.0651647,1.1925046,1.1693512,1.1711161,1.1603477,1.2376251,1.1880167
236049_at,0.68599653,0.61959714,0.57697976,0.68367267,0.6514608,0.6601148,0.6987885,0.8157652,0.6226416,0.6141312,0.6863849,0.70301735,0.65688694,0.64949846,0.79751784,0.5381045,0.6761103,0.6592443,0.63329613,0.79511565,0.6588714,0.617964,0.74070513,0.6680018,0.67560107,0.6082548,0.7456089,0.64717597,0.70980906,0.61668366,0.7260504,0.84983087,0.6122816,0.68135655,0.79346865,0.57741475,0.63425237,0.59252244,0.69563407,0.8987797,0.82692164,0.8979323,0.808391,0.8120907,0.8580351,0.86780936,0.8942168,0.8601539,0.93754745,0.9305038,0.9066075,0.915194,0.8829018,0.92700225
236118_at,1.1739154,1.1164979,1.1642178,1.3756056,1.2287139,1.2162682,1.2314962,1.214435,1.1615874,1.1219838,1.2243202,1.2448015,1.8494315,1.3575712,1.4271172,1.1045643,1.2530419,1.1670753,1.1598365,1.2867969,1.2735231,1.1546007,1.2328901,1.1772399,1.2495037,1.0338387,1.2634801,1.1600546,1.3779417,1.1251614,1.238949,1.1546007,1.2394153,1.2433939,1.2452708,1.1202929,1.158089,1.1679552,1.2114625,1.0184755,1.0335627,1.0134951,1.0221137,0.98839986,1.0714197,1.0734794,1.0175161,0.9906378,1.2355858,1.0134953,1.0488733,1.0177081,1.0871423,1.0908202
236199_at,1.3337388,1.2594495,1.318986,1.4553889,1.4145421,1.3834214,1.4086875,1.3999499,1.3448483,1.3552836,1.4271319,1.4212247,1.62938,1.3699259,1.3873398,1.3352481,1.4433663,1.5896324,1.4488183,1.4861652,1.3179913,1.3272173,1.3949453,1.4365796,1.4578605,1.3239686,1.4526483,1.3936304,1.5016559,1.3259667,1.4198862,1.3593781,1.4929055,1.4290161,1.451553,1.3418093,1.448,1.3555392,1.4204215,1.5602729,1.4614697,1.6597989,1.6443541,1.6202269,1.5785096,1.4797676,1.5070777,1.5673482,1.5911667,1.4831188,1.6086602,1.6977766,1.5521511,1.611696
236730_at,1.5058129,1.3616006,1.4200636,1.5169246,1.4676956,1.4652076,1.6883764,1.4389273,1.4511873,1.3752733,1.7104828,1.8364781,1.441915,1.4367592,1.2224096,1.3729413,1.6763241,1.5796733,1.573135,1.5991495,1.3799479,1.3523905,1.5177834,2.0051165,1.3521358,1.390918,1.6668701,1.5083694,1.5598459,1.3457774,1.4899998,1.7899903,1.4599679,1.7645261,1.4939371,1.4402847,1.1147561,1.5979445,1.7088718,1.0939343,1.0504805,1.0267879,1.0516204,1.0548468,1.1143022,1.0190746,1.0408212,0.99140716,1.1475918,1.0636325,1.0291138,1.0578333,1.1780415,1.0892011
236977_at,1.0843155,0.9590803,1.0443896,0.6722332,1.0375212,1.1030785,1.1145756,1.0828854,1.031281,0.99255884,1.0999634,1.144385,1.1133155,1.0578647,1.0696973,0.98176473,1.1249195,1.1888057,1.1417989,1.2489991,1.0426191,1.0214127,1.1028708,1.1785411,1.1355734,0.99330765,1.1552235,1.0485326,1.185002,1.0066924,1.1390045,1.0334216,1.5493364,1.3329356,1.1264052,1.1068279,1.0499176,1.036153,1.0978918,0.44339418,0.46069187,0.4505563,0.400981,0.4630431,0.41834056,0.4621707,0.45654204,0.4201201,0.696305,0.45602563,0.46778083,0.44911474,0.5135716,0.5544904
237494_at,0.9203559,1.1755204,1.2276127,1.4127276,1.280806,1.2861291,1.311842,1.2941549,1.2462683,1.1631751,1.3000245,1.3225195,2.264178,1.240408,1.2637765,1.1596713,1.3413519,1.239473,1.2276125,1.3487053,1.2413435,1.7333779,1.3044436,1.2883135,1.3317772,1.1290385,1.3436313,1.0998363,1.4129945,1.0348614,1.1713175,1.3907942,1.3222702,1.350232,1.3426173,1.1784045,1.4396145,1.3165497,1.310359,0.9925232,1.04652,1.0610213,1.1178424,0.98599607,1.1768761,0.9945834,1.0475075,0.9915875,1.0961978,1.0433679,1.0728898,1.0526538,0.869317,1.0850946
237641_at,0.7163904,0.6731795,0.58574253,0.74195653,0.7118132,0.73763305,0.9016494,0.724676,0.70766544,0.66824824,0.73638266,0.7536578,1.0848187,0.69944173,0.91104704,0.66272765,0.74223644,0.6828941,0.72372043,0.77061146,0.73264354,0.68897194,0.7374942,0.74785495,0.7933126,0.6643541,0.77308565,0.7617998,0.80917287,0.9783395,0.82146937,0.69707227,0.723175,0.7418166,0.76583207,0.6896215,0.69314104,0.698256,0.745181,0.9631784,0.78604054,0.92352414,0.8130201,0.9198761,0.78327525,0.93420655,0.9171057,0.8835024,0.8678197,0.92648906,0.9126205,0.9464381,1.0884439,0.9593726
238052_at,0.8417505,0.8335392,0.84238577,0.90580124,0.82805705,0.8892198,1.1554041,0.8865411,1.0490925,0.8446118,1.1599878,0.9298517,0.85534793,0.85663885,1.0568343,0.894769,0.9123137,0.7866656,1.0376836,1.0314423,0.85405886,0.8355846,0.9406066,0.8893876,0.90273285,0.81167364,1.1820647,0.9039245,0.9686806,0.8427031,0.91351885,0.8327537,0.89224243,1.0000399,1.0300823,0.8663837,0.8683463,0.9293257,0.8929157,0.74344826,0.7500649,0.7493577,0.747773,0.6846543,0.76162374,0.73259556,0.7519057,0.72244614,0.7402316,0.74386847,0.9461696,0.7702702,0.8027555,0.7821231
239226_at,1.7592608,1.4550625,1.6650314,2.1955006,1.712789,1.7486787,1.7689048,1.7195821,1.7179635,1.8039292,1.7499982,1.7940942,1.7215289,1.6751068,1.7050571,1.6259462,1.7695718,1.7473612,1.6644034,1.8518258,1.8810304,1.6299362,1.7137575,1.7549542,1.7605873,1.6085676,1.8124521,1.6019095,1.8479904,1.6201324,1.7792742,1.6625224,1.7283581,1.7849841,1.7796087,1.6422733,1.6694324,1.6706916,1.7672381,0.9822497,0.98299044,1.0476662,0.97516084,0.93879753,1.026854,0.99642414,0.9743196,0.94750965,1.0085198,1.0077592,1,1.0698214,1.0590152,1.0035883
239522_at,1.2210575,1.1552205,1.0775882,1.3402396,1.2452348,1.60523,1.2857897,1.2307636,1.0568655,1.1908216,1.3060675,1.4107584,1.321423,1.3294187,1.2270577,1.1424416,1.288459,1.1796496,1.3572757,1.3229183,1.2045951,1.3026251,1.2684548,1.2309963,1.2899173,1.1574,1.3993688,1.2435918,1.3544644,1.3219215,1.3043456,1.2756492,1.2879729,1.302379,1.2123412,1.1342864,1.2064134,1.3018888,1.2734864,1.0339481,1.0034148,1.1282535,1.0984951,1.0738801,1.199973,1.0423634,1.1105282,0.9774615,1.1308094,1.0554143,1.1316621,1.1183008,1.231716,1.1545044
240199_x_at,0.5259284,0.48442766,0.48442766,0.5516214,0.5399943,0.56403005,0.5424431,0.528612,0.7020363,0.499545,0.5497526,0.5417278,0.7868536,0.5546455,0.53553367,0.461342,0.5409112,0.5388756,0.7097545,0.56744295,0.5102049,0.5719541,0.55600643,0.51271194,0.5565309,0.4699451,0.5404018,0.62271136,0.5848205,0.53502876,0.5623317,0.60057425,0.5902475,0.54593104,0.5628618,0.5707688,0.4987924,0.51678777,0.5149399,0.7517917,0.70498186,0.87846845,0.96517843,0.6925991,0.777332,0.752217,0.7328996,0.67341405,0.7662437,0.72397286,0.82626027,0.6813315,0.9261788,0.92748445
241087_at,1.2747829,1.1788486,1.1949589,1.6337445,1.2521554,1.2716627,1.2890415,1.2647288,1.2355067,1.1579233,1.2716627,1.2873417,1.3666217,1.2096922,1.3245155,1.1620781,1.2914739,1.2561746,1.4047593,1.3285164,1.2119751,1.1833019,1.2912307,1.2752639,1.4290677,1.1487913,1.3061659,1.2211491,1.3663642,1.1691102,1.1104622,1.2241457,1.4447789,1.3305215,1.3128313,1.1974394,1.2131183,1.2144909,1.2675937,1.7722756,1.7566408,1.7887222,1.4738292,1.9916466,1.486713,1.766937,1.7659392,1.7028385,1.8379476,1.7368824,1.7659383,1.7716068,1.5510752,1.8334488
242415_at,0.49788308,0.4039501,0.46258986,0.5244752,0.5158459,0.671274,0.5169168,0.5025035,0.47068307,0.46041468,0.49284032,0.52556413,0.5918436,0.48299807,0.5550978,0.47639644,0.5047826,0.48683771,0.5639582,0.54658234,0.48281613,0.47523054,0.5194568,0.51255006,0.51390463,0.41710612,0.5303419,0.50250363,0.53819793,0.47603738,0.52477235,0.46820498,0.5058303,0.522797,0.60253936,0.4402958,0.48941454,0.5246731,0.50659394,0.79854167,0.7554856,0.74235487,0.855105,0.69718415,0.72203887,0.78481084,0.7821525,0.7707348,0.81681305,0.782447,0.90571207,0.7982404,0.8233524,1.0153289
